House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Merlin Locks,Jay,Gregory,67,Husband,Married,Male,IT sales professional,None,None
20,Merlin Locks,Iain,Gregory,34,Son,Single,Male,Primary school teacher,None,None
20,Merlin Locks,Christine,Gregory,34,Daughter,Single,Female,Research scientist (maths),None,None
20,Merlin Locks,Christian,Gregory,31,Adopted Son,Single,Male,Land,None,None
20,Merlin Locks,Jennifer,Begum,27,Daughter,Single,Female,"Buyer, retail",None,None
21,Merlin Locks,Beverley,Williams,58,Head,Single,Female,Unemployed,None,Catholic
21,Merlin Locks,John,Smith,57,Partner,Single,Male,Unemployed,None,Catholic
21,Merlin Locks,Lee,Williams,19,Son,Divorced,Male,University Student,None,Catholic
21,Merlin Locks,Adam,Williams,16,Son,NA,Male,Student,None,NA
21,Merlin Locks,Thomas,Williams,14,Son,NA,Male,Student,None,NA
22,Merlin Locks,Paige,Lawrence,51,Head,Married,Female,"Presenter, broadcasting",None,None
22,Merlin Locks,Christopher,Lawrence,55,Husband,Married,Male,Unemployed,None,None
22,Merlin Locks,Mandy,Lawrence,22,Daughter,Single,Female,University Student,None,None
22,Merlin Locks,Gerald,Lawrence,19,Son,Single,Male,University Student,None,None
22,Merlin Locks,Marcus,Lawrence,15,Son,NA,Male,Student,None,NA
23,Merlin Locks,Timothy,Rogers,66,Head,Single,Male,"Scientist, water quality",None,None
24,Merlin Locks,Barbara,O'Neill,43,Head,Married,Female,Actor,None,None
24,Merlin Locks,Danny,O'Neill,45,Husband,Married,Male,Personnel officer,None,None
24,Merlin Locks,Carol,O'Neill,20,Daughter,Divorced,Female,University Student,None,None
24,Merlin Locks,Teresa,O'Neill,13,Daughter,NA,Female,Student,None,NA
24,Merlin Locks,Hollie,Fletcher-O'Neill,7,Daughter,NA,Female,Student,None,NA
25,Merlin Locks,Alice,Day,35,Head,Single,Female,"Designer, television/film set",None,None
25,Merlin Locks,Jordan,Day,2,Son,NA,Male,Child,None,NA
25,Merlin Locks,Carole,Newman,34,Lodger,Single,Female,"Engineer, land",None,None
25,Merlin Locks,Howard,Thompson,37,Lodger,Single,Male,"Radiographer, therapeutic",None,Christian
25,Merlin Locks,Marcus,Higgins,29,Lodger,Single,Male,Youth worker,None,Jewish
26,Merlin Locks,Katherine,Shah,27,Head,Married,Female,Television floor manager,None,None
26,Merlin Locks,Bruce,Shah,30,Husband,Married,Male,Unemployed,None,None
26,Merlin Locks,Melissa,Shah,3,Daughter,NA,Female,Child,None,NA
26,Merlin Locks,Frank,Shah,0,Son,NA,Male,Child,None,NA
26,Merlin Locks,Chelsea,Austin,43,Lodger,Single,Female,Sports coach,None,None
27,Merlin Locks,Naomi,Lucas,58,Head,Married,Female,"Biochemist, clinical",None,Christian
27,Merlin Locks,Mohamed,Lucas,64,Husband,Married,Male,Software engineer,None,Christian
27,Merlin Locks,Maria,Lucas,27,Daughter,Single,Female,Legal executive,None,None
27,Merlin Locks,Jenna,Lucas,23,Daughter,Divorced,Female,"Engineer, electronics",None,Christian
28,Merlin Locks,Rachel,Lucas,65,Head,Married,Female,Insurance underwriter,None,None
28,Merlin Locks,Dominic,Lucas,64,Husband,Married,Male,Contractor,None,None
28,Merlin Locks,Dorothy,Lucas,38,Daughter,Single,Female,Sales promotion account executive,None,None
28,Merlin Locks,Connor,Lucas,35,Son,Single,Male,Operations geologist,None,None
28,Merlin Locks,Abdul,Lucas,32,Son,Single,Male,Charity fundraiser,None,None
29,Merlin Locks,Jill,Smith,31,Head,Divorced,Female,"Conservation officer, historic buildings",None,None
29,Merlin Locks,Abdul,Cartwright,54,Cousin,Single,Male,"Surveyor, quantity",None,Christian
29,Merlin Locks,Lindsey,Thorpe,37,Lodger,Divorced,Female,Television production assistant,None,Christian
29,Merlin Locks,Dylan,Scott,40,Lodger,Widowed,Male,Patent examiner,None,None
29,Merlin Locks,Kim,Fraser,22,Lodger,Divorced,Female,University Student,None,None
29,Merlin Locks,Ross,Gordon,19,Lodger,Divorced,Male,University Student,None,None
29,Merlin Locks,Sheila,Smith,54,Lodger,Divorced,Female,"Development worker, international aid",None,None
29,Merlin Locks,Emily,Conway,33,Lodger,Single,Female,"Sales professional, IT",None,None
29,Merlin Locks,William,Turner,36,Lodger,Single,Male,Environmental education officer,None,None
29,Merlin Locks,Albert,Gordon,44,Lodger,Widowed,Male,Dance movement psychotherapist,None,Christian
29,Merlin Locks,Molly,Scott,59,Lodger,Single,Female,Clinical research associate,None,Christian
29,Merlin Locks,Lewis,Lane,26,Lodger,Single,Male,Community pharmacist,None,Methodist
29,Merlin Locks,James,Watson,43,Lodger,Divorced,Male,Site engineer,None,Catholic
29,Merlin Locks,Declan,Kelly,55,Lodger,Divorced,Male,Fashion designer,None,Christian
29,Merlin Locks,Catherine,Harrison,27,Lodger,Single,Female,Pathologist,None,Bahai
29,Merlin Locks,Tina,Dixon,45,Sibling,Single,Female,Recruitment consultant,None,Methodist
29,Merlin Locks,Carly,Kelly,53,Lodger,Single,Female,"Engineer, civil (contracting)",None,Christian
29,Merlin Locks,Mathew,Holt,32,Cousin,Single,Male,Charity officer,None,Christian
29,Merlin Locks,Jacqueline,Stone,46,Lodger,Single,Female,Medical laboratory scientific officer,None,Christian
29,Merlin Locks,Rhys,Phillips,45,Lodger,Single,Male,"Nurse, mental health",None,None
29,Merlin Locks,Ashley,Lowe,30,Lodger,Single,Male,Gaffer,None,None
29,Merlin Locks,Phillip,Arnold,53,Sibling,Single,Male,Unemployed,None,None
30,Merlin Locks,Paige,Williams,50,Head,Married,Female,Ophthalmologist,None,None
30,Merlin Locks,Julian,Williams,50,Husband,Married,Male,"Surveyor, mining",None,None
30,Merlin Locks,Zoe,Williams,23,Daughter,Divorced,Female,"Nurse, mental health",None,None
30,Merlin Locks,Julian,Williams,22,Son,Single,Male,University Student,None,None
30,Merlin Locks,Carole,Williams,19,Daughter,Single,Female,University Student,None,None
30,Merlin Locks,Barbara,Williams,19,Daughter,Divorced,Female,University Student,None,None
30,Merlin Locks,Cameron,Williams,17,Son,NA,Male,Student,None,NA
30,Merlin Locks,Adam,Williams,16,Son,NA,Male,Student,None,NA
30,Merlin Locks,Donna,Williams,13,Daughter,NA,Female,Student,None,NA
30,Merlin Locks,Raymond,Williams,9,Son,NA,Male,Student,None,NA
30,Merlin Locks,Jemma,Williams,8,Daughter,NA,Female,Student,None,NA
31,Merlin Locks,Denise,Reed,35,Head,Single,Female,Unemployed,None,None
31,Merlin Locks,Grace,Reed,11,Daughter,NA,Female,Student,None,NA
31,Merlin Locks,Heather,Reed,9,Daughter,NA,Female,Student,None,NA
31,Merlin Locks,Joan,Reed,5,Daughter,NA,Female,Student,None,NA
31,Merlin Locks,Shaun,Reed,1,Son,NA,Male,Child,None,NA
31,Merlin Locks,Stuart,Tyler,40,Lodger,Single,Male,Make,None,None
31,Merlin Locks,Katy,Lawrence,26,Lodger,Single,Female,"Accountant, chartered",None,None
31,Merlin Locks,Ellie,West,54,Lodger,Single,Female,Air cabin crew,None,Christian
31,Merlin Locks,Sarah,Scott,46,Lodger,Divorced,Female,"Engineer, structural",None,Christian
31,Merlin Locks,Andrea,Hammond,20,Lodger,Single,Female,University Student,None,Sikh
31,Merlin Locks,Dean,Taylor,37,Lodger,Single,Male,Actuary,None,Christian
31,Merlin Locks,Samantha,Morgan,56,Visitor,Single,Female,Health and safety adviser,None,None
32,Merlin Locks,Mandy,Smith,26,Head,Single,Female,Occupational hygienist,None,Muslim
32,Merlin Locks,Mathew,Evans,52,None,Single,Male,Unemployed,None,None
32,Merlin Locks,Samantha,Graham,36,None,Single,Female,Warehouse manager,None,Catholic
32,Merlin Locks,Elaine,Duncan,56,None,Single,Female,Housing manager/officer,None,Christian
32,Merlin Locks,Guy,Singh,34,None,Single,Male,Medical technical officer,None,None
33,Merlin Locks,Denis,Bennett,53,Head,Single,Male,"Surveyor, rural practice",None,Christian
33,Merlin Locks,Eleanor,Harvey,51,Partner,Single,Female,"Engineer, manufacturing",None,None
33,Merlin Locks,Alan,Bennett,19,Son,Single,Male,University Student,None,Christian
33,Merlin Locks,Wayne,Bennett,17,Son,NA,Male,Student,None,NA
33,Merlin Locks,Maureen,Bennett,12,Daughter,NA,Female,Student,None,NA
34,Merlin Locks,Joshua,Henry,23,Head,Married,Male,Chartered loss adjuster,None,None
34,Merlin Locks,Leanne,Henry,19,Wife,Married,Female,University Student,None,None
34,Merlin Locks,Amber,Henry,3,Daughter,NA,Female,Child,None,NA
35,Merlin Locks,Joan,Matthews,52,Head,Divorced,Female,Risk analyst,None,None
35,Merlin Locks,Matthew,Matthews,22,Son,Divorced,Male,University Student,None,None
36,Merlin Locks,Alison,Day-Davies,37,Head,Single,Female,Unemployed,None,Christian
36,Merlin Locks,Naomi,Day-Davies,10,Daughter,NA,Female,Student,None,NA
36,Merlin Locks,Benjamin,Day-Davies,6,Son,NA,Male,Student,None,NA
36,Merlin Locks,Marie,Day-Davies,1,Daughter,NA,Female,Child,None,NA
36,Merlin Locks,Mary,Slater,22,Lodger,Single,Female,University Student,None,Catholic
36,Merlin Locks,Christine,Smith,54,Lodger,Single,Female,Contractor,None,Christian
36,Merlin Locks,Katherine,Fowler,38,Lodger,Divorced,Female,Dealer,None,Catholic
36,Merlin Locks,Scott,Baker,44,Lodger,Single,Male,Wellsite geologist,None,Christian
36,Merlin Locks,Shirley,Brookes,23,Lodger,Single,Female,Unemployed,None,Hindu
36,Merlin Locks,Kate,Davies,26,Lodger,Single,Female,Building services engineer,None,None
37,Merlin Locks,Rita,Coles,45,Head,Divorced,Female,Unemployed,None,None
37,Merlin Locks,Gillian,Coles,20,Daughter,Single,Female,University Student,None,None
37,Merlin Locks,Jade,Coles,18,Daughter,Single,Female,Student,None,None
37,Merlin Locks,Sylvia,Coles,15,Daughter,NA,Female,Student,None,NA
37,Merlin Locks,Josephine,Coles,15,Daughter,NA,Female,Student,None,NA
37,Merlin Locks,Jake,Coles,7,Son,NA,Male,Student,None,NA
37,Merlin Locks,Gavin,Coles,3,Son,NA,Male,Child,None,NA
37,Merlin Locks,Bryan,Coles,0,Son,NA,Male,Child,None,NA
37,Merlin Locks,Christine,Cooke,29,Lodger,Single,Female,"Administrator, sports",None,Christian
37,Merlin Locks,Neil,Hudson,35,Lodger,Divorced,Male,Estate manager/land agent,None,Christian
38,Merlin Locks,Richard,Williams,19,Head,Single,Male,University Student,None,Christian
38,Merlin Locks,Chloe,White,18,None,Single,Female,University Student,None,Christian
38,Merlin Locks,Gillian,Jones,19,None,Single,Female,University Student,None,None
38,Merlin Locks,Connor,Sutton,18,None,Single,Male,University Student,None,Christian
38,Merlin Locks,Cameron,Taylor,18,None,Single,Male,University Student,None,None
39,Merlin Locks,Charles,Smith,66,Head,Married,Male,Microbiologist,None,Christian
39,Merlin Locks,Carly,Smith,56,Wife,Married,Female,Maintenance engineer,None,Christian
39,Merlin Locks,Kathleen,Smith,10,Daughter,NA,Female,Student,None,NA
39,Merlin Locks,Stewart,Smith,7,Son,NA,Male,Student,None,NA
39,Merlin Locks,Jake,Smith,3,Son,NA,Male,Child,None,NA
39,Merlin Locks,Leah,Smith,2,Daughter,NA,Female,Child,None,NA
39,Merlin Locks,Owen,Hughes,31,Lodger,Single,Male,Osteopath,None,None
39,Merlin Locks,Grace,Browne,50,Sibling,Single,Female,Psychotherapist,None,Methodist
39,Merlin Locks,Kate,Allan,23,Sibling,Single,Female,Clinical molecular geneticist,None,Methodist
39,Merlin Locks,Rhys,Hanson,58,Lodger,Divorced,Male,"Librarian, academic",None,Catholic
40,Merlin Locks,Fiona,Brady,40,Head,Single,Female,"Therapist, sports",None,Methodist
40,Merlin Locks,Iain,Allen,41,Partner,Single,Male,"Psychologist, occupational",None,Methodist
40,Merlin Locks,Martin,Brady,10,Son,NA,Male,Student,None,NA
40,Merlin Locks,Dorothy,Brady,9,Daughter,NA,Female,Student,None,NA
40,Merlin Locks,Darren,Brady,6,Son,NA,Male,Student,None,NA
41,Merlin Locks,Paula,Gray,34,Head,Married,Female,Therapeutic radiographer,None,Christian
41,Merlin Locks,Declan,Gray,40,Husband,Married,Male,Mudlogger,None,Christian
41,Merlin Locks,Bruce,Gray,6,Son,NA,Male,Student,None,NA
41,Merlin Locks,Lisa,Gray,5,Daughter,NA,Female,Student,None,NA
41,Merlin Locks,Jade,Gray,1,Daughter,NA,Female,Child,None,NA
42,Merlin Locks,Neil,White,65,Head,Married,Male,Amenity horticulturist,None,Christian
42,Merlin Locks,Neil,White,60,Husband,Married,Male,Unemployed,None,None
42,Merlin Locks,Frederick,Mitchell,14,Grandson,NA,Male,Student,None,NA
42,Merlin Locks,Clare,Mitchell,12,Granddaughter,NA,Female,Student,None,NA
42,Merlin Locks,Rita,Stevens,9,Granddaughter,NA,Female,Student,None,NA
43,Merlin Locks,Maria,Patel,60,Head,Married,Female,Equality and diversity officer,None,Christian
43,Merlin Locks,Stephen,Patel,59,Husband,Married,Male,Health promotion specialist,None,None
43,Merlin Locks,Stuart,Patel,44,Son,Single,Male,Plant breeder/geneticist,None,None
43,Merlin Locks,Sean,Patel,41,Son,Single,Male,Careers information officer,None,Christian
43,Merlin Locks,Vanessa,Patel,37,Daughter,Single,Female,"Scientist, audiological",None,Christian
44,Merlin Locks,Hazel,Rhodes,62,Head,Married,Female,Proofreader,None,Methodist
44,Merlin Locks,Elliott,Rhodes,66,Husband,Married,Male,"Accountant, chartered certified",None,None
44,Merlin Locks,Katy,Rhodes,29,Daughter,Single,Female,Geographical information systems officer,None,None
44,Merlin Locks,James,Rhodes,25,Son,Single,Male,Purchasing manager,None,Methodist
44,Merlin Locks,Thomas,Rhodes,23,Son,Single,Male,Food technologist,None,Methodist
45,Merlin Locks,Kathleen,Moore,57,Head,Married,Female,Investment analyst,None,Christian
45,Merlin Locks,Roger,Moore,57,Husband,Married,Male,Radio producer,None,Christian
45,Merlin Locks,Alex,Moore,29,Son,Single,Male,Writer,None,Christian
45,Merlin Locks,Samuel,Moore,27,Son,Single,Male,Agricultural consultant,None,Christian
45,Merlin Locks,Louis,Moore,4,Son,NA,Male,Child,None,NA
46,Merlin Locks,Amelia,Thomas,32,Head,Single,Female,Futures trader,None,None
46,Merlin Locks,Billy,Turner,36,Partner,Single,Male,Seismic interpreter,None,None
46,Merlin Locks,Teresa,Baker,10,Daughter,NA,Female,Student,None,NA
46,Merlin Locks,Samantha,Baker,9,Daughter,NA,Female,Student,None,NA
46,Merlin Locks,Janice,Baker,6,Daughter,NA,Female,Student,None,NA
46,Merlin Locks,Dylan,Jackson-Baker,5,Son,NA,Male,Student,None,NA
46,Merlin Locks,Lorraine,Jackson-Baker,3,Daughter,NA,Female,Child,None,NA
46,Merlin Locks,Nicola,Jackson-Baker,2,Daughter,NA,Female,Child,None,NA
46,Merlin Locks,Benjamin,Jackson-Baker,1,Son,NA,Male,Child,None,NA
46,Merlin Locks,Julian,Russell,36,Cousin,Single,Male,Field trials officer,None,None
47,Merlin Locks,Ruth,Smith,38,Head,Married,Female,Public affairs consultant,None,None
47,Merlin Locks,Cameron,Smith,37,Husband,Married,Male,Teaching laboratory technician,None,None
47,Merlin Locks,Craig,Smith,12,Son,NA,Male,Student,None,NA
47,Merlin Locks,Elizabeth,Smith,8,Daughter,NA,Female,Student,None,NA
47,Merlin Locks,Douglas,Smith,7,Son,NA,Male,Student,None,NA
47,Merlin Locks,Chloe,Smith,1,Daughter,NA,Female,Child,None,NA
47,Merlin Locks,Carolyn,Burns,28,Lodger,Divorced,Female,Mechanical engineer,None,None
47,Merlin Locks,Martin,O'Neill,44,Sibling,Divorced,Male,"Programme researcher, broadcasting/film/video",None,Catholic
47,Merlin Locks,Elaine,Wood,29,Lodger,Single,Female,Learning disability nurse,None,Christian
48,Merlin Locks,Debra,Hill,29,Head,Single,Female,IT sales professional,None,None
48,Merlin Locks,Ian,Brooks,30,Partner,Single,Male,Interior and spatial designer,None,None
48,Merlin Locks,Hazel,Hill,1,Daughter,NA,Female,Child,None,NA
48,Merlin Locks,Garry,Abbott,28,Lodger,Single,Male,Insurance claims handler,None,Christian
48,Merlin Locks,Maria,Flynn,40,Lodger,Single,Female,Animal nutritionist,None,Christian
49,Merlin Locks,Aaron,Begum,18,Head,Single,Male,University Student,None,None
49,Merlin Locks,Grace,Harrison,24,None,Single,Female,PhD Student,None,Methodist
49,Merlin Locks,Neil,Mason,32,None,Single,Male,PhD Student,None,Christian
49,Merlin Locks,Jamie,Atkins,18,None,Single,Male,University Student,None,Sikh
49,Merlin Locks,Marian,Carter,20,None,Single,Female,University Student,None,Christian
1,Smith Street,Ashleigh,Carter,50,Head,Married,Female,Clinical embryologist,None,Christian
1,Smith Street,Bryan,Carter,47,Husband,Married,Male,Unemployed,None,None
1,Smith Street,Vincent,Carter,24,Son,Single,Male,"Therapist, speech and language",None,Christian
1,Smith Street,Hollie,Carter,21,Daughter,Divorced,Female,University Student,None,None
1,Smith Street,Mitchell,Carter,13,Son,NA,Male,Student,None,NA
2,Smith Street,Grace,Bell,50,Head,Married,Female,"Conservation officer, nature",None,None
2,Smith Street,Graham,Bell,52,Husband,Married,Male,Hydrographic surveyor,None,None
2,Smith Street,Elizabeth,Bell,17,Daughter,NA,Female,Student,None,NA
3,Smith Street,Nicola,Marshall,25,Head,Single,Female,Unemployed,None,None
3,Smith Street,Gary,Marshall,4,Son,NA,Male,Child,None,NA
4,Smith Street,Jeremy,Adams,43,Head,Married,Male,Accommodation manager,None,Christian
4,Smith Street,Angela,Adams,41,Wife,Married,Female,"Buyer, industrial",None,None
5,Smith Street,Kimberley,Hart,61,Head,Married,Female,"Geneticist, molecular",None,None
5,Smith Street,Ben,Hart-Hill,65,Husband,Married,Male,Consulting civil engineer,None,None
5,Smith Street,Catherine,Coleman,13,Granddaughter,NA,Female,Student,None,NA
5,Smith Street,Neil,Talbot,9,Grandson,NA,Male,Student,Unknown Infection,NA
6,Smith Street,Dorothy,Payne,62,Head,Married,Female,Higher education careers adviser,None,None
6,Smith Street,Timothy,Payne,64,Husband,Married,Male,"Nurse, mental health",None,None
6,Smith Street,Rosie,Payne,29,Daughter,Divorced,Female,Mental health nurse,None,None
6,Smith Street,Dennis,Taylor,28,Son,Divorced,Male,"Lecturer, further education",None,None
6,Smith Street,Zoe,Taylor,10,Daughter,NA,Female,Student,None,NA
7,Smith Street,Eileen,Foster,47,Head,Married,Female,Consulting civil engineer,None,Catholic
7,Smith Street,Liam,Foster,47,Husband,Married,Male,Medical physicist,None,None
7,Smith Street,Richard,Foster,15,Son,NA,Male,Student,None,NA
8,Smith Street,Sandra,Smith,43,Head,Divorced,Female,"Nurse, learning disability",None,Christian
8,Smith Street,Gail,Johnson-Smith,14,Daughter,NA,Female,Student,None,NA
8,Smith Street,Callum,Johnson-Smith,11,Son,NA,Male,Student,None,NA
8,Smith Street,Ronald,Johnson-Smith,10,Son,NA,Male,Student,None,NA
9,Smith Street,Chloe,Gray,79,Head,Married,Female,"Retired Geologist, wellsite",None,None
9,Smith Street,Norman,Gray,83,Husband,Married,Male,"Retired Nurse, learning disability",None,None
9,Smith Street,Gavin,Gray,52,Son,Single,Male,Probation officer,None,None
9,Smith Street,Jemma,Gray,51,Daughter,Single,Female,Firefighter,None,None
9,Smith Street,Elizabeth,Gray,51,Daughter,Divorced,Female,Product/process development scientist,None,None
10,Smith Street,Gerald,Stanley,43,Head,Single,Male,Veterinary surgeon,None,Methodist
10,Smith Street,Lee,Stanley,18,Step-Son,Single,Male,Student,None,None
10,Smith Street,Luke,Stanley,17,Step-Son,NA,Male,Student,None,NA
11,Smith Street,Deborah,Perkins,67,Head,Married,Female,"Investment banker, operational",None,Catholic
11,Smith Street,Charlie,Perkins,69,Husband,Married,Male,"Retired Engineer, manufacturing",None,Catholic
12,Smith Street,Kate,Hooper,64,Head,Married,Female,Insurance underwriter,None,Christian
12,Smith Street,Cameron,Hooper,63,Husband,Married,Male,"Psychologist, prison and probation services",None,None
12,Smith Street,Declan,Hooper,32,Son,Single,Male,Pension scheme manager,None,Christian
13,Smith Street,Kirsty,Vaughan,21,Head,Single,Female,University Student,None,None
13,Smith Street,Benjamin,Marsh,20,None,Single,Male,University Student,None,None
13,Smith Street,Marcus,Cox,21,None,Single,Male,University Student,None,Catholic
13,Smith Street,Carolyn,Mann,20,None,Single,Female,University Student,None,None
